84,16 avos,16 avos,2026-07-02T20:00:00Z,1º Grupo H,2º Grupo J,SoFi Stadium
85,16 avos,16 avos,2026-07-02T20:00:00Z,1º Grupo B,3º Grupo E/F/G/I/J,BC Place
86,16 avos,16 avos,2026-07-03T20:00:00Z,1º Grupo J,2º Grupo H,Hard Rock Stadium
87,16 avos,16 avos,2026-07-03T20:00:00Z,1º Grupo K,3º Grupo D/E/I/J/L,Arrowhead Stadium
88,16 avos,16 avos,2026-07-03T20:00:00Z,2º Grupo D,2º Grupo G,AT&T Stadium
89,8 de final,8 de final,2026-07-04T20:00:00Z,Vencedor Jogo 74,Vencedor Jogo 77,Lincoln Financial Field
90,8 de final,8 de final,2026-07-04T20:00:00Z,Vencedor Jogo 73,Vencedor Jogo 75,NRG Stadium
91,8 de final,8 de final,2026-07-05T20:00:00Z,Vencedor Jogo 76,Vencedor Jogo 78,MetLife Stadium
92,8 de final,8 de final,2026-07-05T20:00:00Z,Vencedor Jogo 79,Vencedor Jogo 80,Estadio Azteca
93,8 de final,8 de final,2026-07-06T20:00:00Z,Vencedor Jogo 83,Vencedor Jogo 84,AT&T Stadium
94,8 de final,8 de final,2026-07-06T20:00:00Z,Vencedor Jogo 81,Vencedor Jogo 82,Lumen Field
95,8 de final,8 de final,2026-07-07T20:00:00Z,Vencedor Jogo 86,Vencedor Jogo 88,Mercedes-Benz Stadium
96,8 de final,8 de final,2026-07-07T20:00:00Z,Vencedor Jogo 85,Vencedor Jogo 87,BC Place
97,4 de final,4 de final,2026-07-09T20:00:00Z,Vencedor Jogo 89,Vencedor Jogo 90,Gillette Stadium
98,4 de final,4 de final,2026-07-10T20:00:00Z,Vencedor Jogo 93,Vencedor Jogo 94,SoFi Stadium
99,4 de final,4 de final,2026-07-11T20:00:00Z,Vencedor Jogo 91,Vencedor Jogo 92,Hard Rock Stadium
100,4 de final,4 de final,2026-07-11T20:00:00Z,Vencedor Jogo 95,Vencedor Jogo 96,Arrowhead Stadium
101,Semifinal,Semifinal,2026-07-14T20:00:00Z,Vencedor Jogo 97,Vencedor Jogo 98,AT&T Stadium
102,Semifinal,Semifinal,2026-07-15T20:00:00Z,Vencedor Jogo 99,Vencedor Jogo 100,Mercedes-Benz Stadium
103,Final,Disputa de 3º lugar,2026-07-18T20:00:00Z,Perdedor Jogo 101,Perdedor Jogo 102,Hard Rock Stadium
104,Final,Final,2026-07-19T20:00:00Z,Vencedor Jogo 101,Vencedor Jogo 102,MetLife Stadium
